,نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
0,أرض,مجهول,الرياض, الرياض ,غربية,375,2900.0,1087500
1,أرض,مجهول,الرياض, حي غرناطة ,شمالية,800,4800.0,3840000
2,أرض,سكني,الرياض, حي غرناطة ,ثلاث شوارع,1650,4800.0,7920000
3,أرض,سكني,الرياض, حي اليرموك ,ثلاث شوارع,1650,4800.0,7920000
4,أرض,سكني,الرياض, حي النسيم الغربي ,غربية,750,3200.0,2400000
5,أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,2400,3300.0,7920000
6,أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية,900,3300.0,2970000
7,أرض,تجاري وسكني,الرياض, حي الملك فيصل ,شرقية,750,3350.0,2512500
8,أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089,3300.0,3593700
9,أرض,تجاري وسكني,الرياض, الرياض ,غربية,750,2600.0,1950000
10,أرض,تجاري وسكني,الرياض, الرياض ,شمالية شرقية,900,580.0,522000
11,أرض,تجاري وسكني,الرياض, حي اليرموك ,شرقية,450,3500.0,1575000
12,أرض,تجاري وسكني,الرياض, حي الرمال ,شرقية,450,3500.0,1575000
14,أرض,تجاري وسكني,الرياض, الرياض ,جنوبية,1089,3300.0,3593700
15,أرض,تجاري وسكني,الرياض, حي المعيزلة ,جنوبية,550,2500.0,1375000
16,أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089,3200.0,3484800
17,أرض,تجاري وسكني,الرياض, حي اليرموك ,جنوبية,1089,3250.0,3539250
18,أرض,تجاري وسكني,الرياض, حي المعيزلة ,جنوبية,550,3000.0,1650000
20,أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية شرقية,3092,3200.0,9894400
21,أرض,تجاري وسكني,الرياض, حي الرمال ,شمالية,381,2500.0,952500
22,أرض,تجاري وسكني,الرياض, الرياض ,شمالية,361,2500.0,902500
23,أرض,تجاري وسكني,الرياض, حي الشرق ,شمالية,361,2500.0,902500
24,أرض,تجاري وسكني,الرياض, حي الرمال ,جنوبية,412,3100.0,1277200
25,أرض,تجاري,الرياض, حي المونسية ,شرقية,750,4200.0,3150000
26,أرض,تجاري,الرياض, حي المونسية ,شرقية,2115,4200.0,8883000
27,أرض,تجاري,الرياض, حي الرمال ,شرقية,1560,6410.0,9999600
28,أرض,تجاري,الرياض, حي الروضة ,شمالية,1798,1500.0,2697000
29,أرض,تجاري,الرياض, حي الرمال ,ثلاث شوارع,3000,1500.0,4500000
30,أرض,تجاري,الرياض, حي الرمال ,شرقية,360,2900.0,1044000
31,أرض,سكني,الرياض, حي الرمال ,شرقية,420,476.0,199920
32,أرض,سكني,الرياض, حي اليرموك ,شمالية شرقية,594,3500.0,2079000
33,أرض,سكني,الرياض, الرياض ,جنوبية,300,1950.0,585000
35,أرض,سكني,الرياض, الرياض ,جنوبية شرقية,928,1950.0,1809600
36,أرض,سكني,الرياض, الرياض ,جنوبية,900,1950.0,1755000
37,أرض,سكني,الرياض, الرياض ,غربية,239,1950.0,466050
38,أرض,سكني,الرياض, الرياض ,جنوبية غربية,218,1650.0,359700
39,أرض,سكني,الرياض, الرياض ,غربية,239,1650.0,394350
40,أرض,سكني,الرياض, حي المشرق ,جنوبية,750,1650.0,1237500
41,أرض,سكني,الرياض, الرياض ,جنوبية,750,1650.0,1237500
42,أرض,سكني,الرياض, حي الخليج ,شمالية شرقية,750,3150.0,2362500
43,أرض,سكني,الرياض, حي الخليج ,شمالية,300,2600.0,780000
45,أرض,سكني,الرياض, حي الخليج ,شمالية,572,2600.0,1487200
46,أرض,سكني,الرياض, حي اليرموك ,جنوبية,1089,3400.0,3702600
47,أرض,سكني,الرياض, الرياض ,غربية,2000,3400.0,6800000
48,أرض,سكني,الرياض, حي الشهداء ,جنوبية,320,5300.0,1696000
49,أرض,سكني,الرياض, حي الحمراء ,جنوبية,1000,6000.0,6000000
51,أرض,سكني,الرياض, الرياض ,شرقية,750,6000.0,4500000
52,أرض,سكني,الرياض, حي البيان ,شمالية,375,6000.0,2250000
53,أرض,سكني,الرياض, حي قرطبة ,غربية,450,5500.0,2475000
54,أرض,سكني,الرياض, حي القادسية ,شمالية غربية,1019,5500.0,5604500
55,أرض,سكني,الرياض, الرياض ,غربية,450,5500.0,2475000
56,أرض,سكني,الرياض, حي الرمال ,جنوبية,412,3500.0,1442000
57,أرض,سكني,الرياض, حي النهضة ,غربية,432,2500.0,1080000
58,أرض,سكني,الرياض, حي الرمال ,ثلاث شوارع,2940,2000.0,5880000
60,أرض,سكني,الرياض, حي الرمال ,غربية,3663,1400.0,5128200
61,أرض,سكني,الرياض, حي الرمال ,غربية,750,426.0,319500
62,أرض,سكني,الرياض, حي غرناطة ,شمالية,800,4800.0,3840000
64,أرض,سكني,الرياض, حي اليرموك ,غربية,300,3800.0,1140000
65,أرض,سكني,الرياض, حي النهضة ,غربية,300,3800.0,1140000
67,أرض,سكني,الرياض, حي النسيم الغربي ,ثلاث شوارع,750,3100.0,2325000
68,أرض,سكني,الرياض, حي اليرموك ,ثلاث شوارع,750,3100.0,2325000
70,أرض,سكني,الرياض, حي الصناعية القديمة ,جنوبية شرقية,1849,3100.0,5731900
71,أرض,سكني,الرياض, حي البيان ,جنوبية,312,2350.0,733200
72,أرض,سكني,الرياض, حي البيان ,جنوبية,375,2350.0,881250
73,أرض,سكني,الرياض, حي الشرق ,جنوبية,312,2350.0,733200
74,أرض,سكني,الرياض, حي الشرق ,شمالية,900,422.0,379800
75,أرض,سكني,الرياض, حي العلا ,شمالية,750,422.0,316500
76,أرض,سكني,الرياض, حي الرمال ,جنوبية,412,3200.0,1318400
77,أرض,سكني,الرياض, حي الجنادرية ,ثلاث شوارع,3562,3100.0,11042200
78,أرض,سكني,الرياض, حي المعيزيلة ,جنوبية,412,2750.0,1133000
79,أرض,سكني,الرياض, حي المعيزيلة ,جنوبية شرقية,810,865.0,700650
80,أرض,سكني,الرياض, حي المعيزيلة ,شمالية غربية,2000,865.0,1730000
81,أرض,سكني,الرياض, الرياض ,جنوبية شرقية,810,865.0,700650
82,أرض,تجاري وسكني,الرياض, حي السعادة ,شمالية,2100,2500.0,5250000
84,أرض,تجاري,الرياض, حي القادسية ,شرقية,900,3333.0,2999700
85,أرض,تجاري,الرياض, حي النسيم الشرقي ,غربية,750,2600.0,1950000
